Training with hyperparameters: alpha=0.4, lambda=0.0001
Training data: data/acic/acic_1-10_train_setting_7.npz
Test data:     data/acic/acic_1-10_test_setting_7.npz
Loaded data with shape [3601,55]
Defining graph...

Training on experiment 1/10...
0	Obj: 39.600,	F: 6.116,	Cf: 5.157,	Imb: 0.016,	Val: 5.286,	ValImb: 0.015,	ValObj: 23.55
2200	Obj: 2.923,	F: 1.628,	Cf: 2.691,	Imb: 0.083,	Val: 2.071,	ValImb: 0.11,	ValObj: 5.30
2300	Obj: 3.117,	F: 1.643,	Cf: 2.811,	Imb: 0.081,	Val: 2.111,	ValImb: 0.1,	ValObj: 5.77
2400	Obj: 2.578,	F: 1.552,	Cf: 2.634,	Imb: 0.088,	Val: 2.015,	ValImb: 0.11,	ValObj: 5.17
2500	Obj: 2.500,	F: 1.524,	Cf: 2.619,	Imb: 0.09,	Val: 2.042,	ValImb: 0.12,	ValObj: 5.46
2600	Obj: 2.400,	F: 1.508,	Cf: 2.516,	Imb: 0.087,	Val: 2.019,	ValImb: 0.11,	ValObj: 5.08
2700	Obj: 2.453,	F: 1.495,	Cf: 2.709,	Imb: 0.087,	Val: 2.015,	ValImb: 0.11,	ValObj: 5.21
2800	Obj: 2.002,	F: 1.409,	Cf: 2.431,	Imb: 0.088,	Val: 1.901,	ValImb: 0.11,	ValObj: 4.51
2900	Obj: 1.941,	F: 1.393,	Cf: 2.392,	Imb: 0.088,	Val: 1.923,	ValImb: 0.11,	ValObj: 4.58
2999	Obj: 1.966,	F: 1.449,	Cf: 2.307,	Imb: 0.091,	Val: 1.879,	ValImb: 0.12,	ValObj: 4.23
Saving result to results/acic/setting_7/results_20220102_164712-086534/...

Training on experiment 5/10...
0	Obj: 333.238,	F: 20.008,	Cf: 18.366,	Imb: 0.014,	Val: 19.853,	ValImb: 0.014,	ValObj: 319.68
100	Obj: 27.602,	F: 4.985,	Cf: 5.336,	Imb: 0.0012,	Val: 4.912,	ValImb: 0.0013,	ValObj: 26.23
200	Obj: 21.542,	F: 4.418,	Cf: 4.544,	Imb: 0.04,	Val: 4.386,	ValImb: 0.055,	ValObj: 20.26
300	Obj: 18.281,	F: 4.257,	Cf: 4.286,	Imb: 0.053,	Val: 4.169,	ValImb: 0.069,	ValObj: 16.78
400	Obj: 16.925,	F: 4.114,	Cf: 4.134,	Imb: 0.041,	Val: 4.045,	ValImb: 0.063,	ValObj: 15.73
500	Obj: 16.515,	F: 4.098,	Cf: 4.035,	Imb: 0.047,	Val: 4.044,	ValImb: 0.072,	ValObj: 15.55
600	Obj: 18.343,	F: 4.221,	Cf: 4.520,	Imb: 0.048,	Val: 4.130,	ValImb: 0.078,	ValObj: 16.96
700	Obj: 15.732,	F: 4.009,	Cf: 3.850,	Imb: 0.052,	Val: 3.964,	ValImb: 0.091,	ValObj: 14.81
800	Obj: 15.587,	F: 3.947,	Cf: 3.804,	Imb: 0.072,	Val: 3.912,	ValImb: 0.12,	ValObj: 14.90
900	Obj: 14.058,	F: 3.708,	Cf: 3.749,	Imb: 0.11,	Val: 3.688,	ValImb: 0.14,	ValObj: 13.20
1000	Obj: 13.615,	F: 3.663,	Cf: 3.688,	Imb: 0.12,	Val: 3.672,	ValImb: 0.16,	ValObj: 13.38
1100	Obj: 13.185,	F: 3.703,	Cf: 3.688,	Imb: 0.13,	Val: 3.779,	ValImb: 0.15,	ValObj: 13.13
1200	Obj: 12.273,	F: 3.584,	Cf: 3.598,	Imb: 0.13,	Val: 3.652,	ValImb: 0.17,	ValObj: 12.67
1300	Obj: 10.793,	F: 3.377,	Cf: 3.527,	Imb: 0.15,	Val: 3.468,	ValImb: 0.2,	ValObj: 11.67
1400	Obj: 11.038,	F: 3.367,	Cf: 3.647,	Imb: 0.15,	Val: 3.465,	ValImb: 0.2,	ValObj: 12.51
1500	Obj: 9.621,	F: 3.274,	Cf: 3.446,	Imb: 0.16,	Val: 3.403,	ValImb: 0.2,	ValObj: 11.28
1600	Obj: 9.411,	F: 3.251,	Cf: 3.259,	Imb: 0.13,	Val: 3.354,	ValImb: 0.16,	ValObj: 10.87
1700	Obj: 8.604,	F: 3.074,	Cf: 3.399,	Imb: 0.15,	Val: 3.236,	ValImb: 0.19,	ValObj: 10.87
1800	Obj: 9.741,	F: 3.151,	Cf: 3.355,	Imb: 0.12,	Val: 3.356,	ValImb: 0.14,	ValObj: 12.54
1900	Obj: 6.996,	F: 2.834,	Cf: 3.180,	Imb: 0.13,	Val: 3.048,	ValImb: 0.17,	ValObj: 9.55
2000	Obj: 6.390,	F: 2.698,	Cf: 3.096,	Imb: 0.14,	Val: 2.925,	ValImb: 0.18,	ValObj: 9.20
2100	Obj: 6.920,	F: 2.753,	Cf: 3.212,	Imb: 0.12,	Val: 2.965,	ValImb: 0.14,	ValObj: 9.30
2200	Obj: 5.154,	F: 2.384,	Cf: 2.892,	Imb: 0.14,	Val: 2.683,	ValImb: 0.16,	ValObj: 8.15
2300	Obj: 5.503,	F: 2.425,	Cf: 2.981,	Imb: 0.12,	Val: 2.687,	ValImb: 0.14,	ValObj: 8.08
2400	Obj: 7.121,	F: 2.590,	Cf: 3.296,	Imb: 0.13,	Val: 2.952,	ValImb: 0.15,	ValObj: 10.89
2500	Obj: 4.864,	F: 2.208,	Cf: 2.797,	Imb: 0.12,	Val: 2.553,	ValImb: 0.14,	ValObj: 7.99
2600	Obj: 4.200,	F: 2.062,	Cf: 2.830,	Imb: 0.14,	Val: 2.464,	ValImb: 0.16,	ValObj: 7.63
2700	Obj: 5.656,	F: 2.611,	Cf: 2.880,	Imb: 0.11,	Val: 2.850,	ValImb: 0.13,	ValObj: 8.18
2800	Obj: 3.813,	F: 1.988,	Cf: 2.752,	Imb: 0.12,	Val: 2.434,	ValImb: 0.14,	ValObj: 7.06
2900	Obj: 4.009,	F: 1.919,	Cf: 2.863,	Imb: 0.12,	Val: 2.327,	ValImb: 0.15,	ValObj: 6.83
2999	Obj: 3.939,	F: 2.033,	Cf: 2.772,	Imb: 0.12,	Val: 2.413,	ValImb: 0.14,	ValObj: 6.81
Saving result to results/acic/setting_7/results_20220102_164712-086534/...

Training on experiment 6/10...
0	Obj: 42.521,	F: 6.646,	Cf: 6.966,	Imb: 0.012,	Val: 6.455,	ValImb: 0.013,	ValObj: 42.82
100	Obj: 30.458,	F: 6.084,	Cf: 6.235,	Imb: 0.00063,	Val: 5.752,	ValImb: 0.00096,	ValObj: 28.27
200	Obj: 30.452,	F: 6.083,	Cf: 6.236,	Imb: 0.00059,	Val: 5.751,	ValImb: 0.00084,	ValObj: 28.26
300	Obj: 30.545,	F: 6.085,	Cf: 6.358,	Imb: 0.001,	Val: 5.738,	ValImb: 0.0012,	ValObj: 28.01
400	Obj: 27.670,	F: 5.613,	Cf: 6.097,	Imb: 0.032,	Val: 5.338,	ValImb: 0.04,	ValObj: 26.31
500	Obj: 26.411,	F: 5.516,	Cf: 6.246,	Imb: 0.05,	Val: 5.252,	ValImb: 0.056,	ValObj: 24.73
600	Obj: 24.981,	F: 5.293,	Cf: 6.104,	Imb: 0.065,	Val: 5.055,	ValImb: 0.056,	ValObj: 23.69
700	Obj: 23.788,	F: 5.106,	Cf: 5.853,	Imb: 0.042,	Val: 4.737,	ValImb: 0.043,	ValObj: 21.82
800	Obj: 22.434,	F: 4.894,	Cf: 5.927,	Imb: 0.044,	Val: 4.578,	ValImb: 0.046,	ValObj: 20.49
900	Obj: 21.670,	F: 4.794,	Cf: 5.767,	Imb: 0.049,	Val: 4.509,	ValImb: 0.051,	ValObj: 20.02
1000	Obj: 21.192,	F: 4.701,	Cf: 5.857,	Imb: 0.056,	Val: 4.483,	ValImb: 0.058,	ValObj: 19.71
1100	Obj: 21.611,	F: 4.796,	Cf: 5.775,	Imb: 0.06,	Val: 4.768,	ValImb: 0.066,	ValObj: 21.44
1200	Obj: 20.115,	F: 4.553,	Cf: 5.767,	Imb: 0.062,	Val: 4.471,	ValImb: 0.069,	ValObj: 19.52
1300	Obj: 19.905,	F: 4.520,	Cf: 5.558,	Imb: 0.069,	Val: 4.492,	ValImb: 0.08,	ValObj: 19.52
1400	Obj: 19.357,	F: 4.466,	Cf: 5.587,	Imb: 0.068,	Val: 4.412,	ValImb: 0.078,	ValObj: 18.94
1500	Obj: 19.251,	F: 4.443,	Cf: 5.539,	Imb: 0.066,	Val: 4.529,	ValImb: 0.074,	ValObj: 19.69
1600	Obj: 19.068,	F: 4.430,	Cf: 5.625,	Imb: 0.072,	Val: 4.487,	ValImb: 0.082,	ValObj: 19.23
1700	Obj: 20.331,	F: 4.599,	Cf: 5.566,	Imb: 0.056,	Val: 4.443,	ValImb: 0.059,	ValObj: 19.74
1800	Obj: 18.396,	F: 4.345,	Cf: 5.494,	Imb: 0.069,	Val: 4.572,	ValImb: 0.081,	ValObj: 19.97
1900	Obj: 20.045,	F: 4.580,	Cf: 5.741,	Imb: 0.061,	Val: 4.396,	ValImb: 0.072,	ValObj: 19.09
2000	Obj: 17.866,	F: 4.295,	Cf: 5.498,	Imb: 0.065,	Val: 4.423,	ValImb: 0.072,	ValObj: 19.02
2100	Obj: 18.344,	F: 4.381,	Cf: 5.589,	Imb: 0.082,	Val: 4.530,	ValImb: 0.092,	ValObj: 19.72
2200	Obj: 18.247,	F: 4.384,	Cf: 5.743,	Imb: 0.071,	Val: 4.793,	ValImb: 0.082,	ValObj: 21.22
2300	Obj: 17.617,	F: 4.321,	Cf: 5.417,	Imb: 0.079,	Val: 4.432,	ValImb: 0.084,	ValObj: 19.30
2400	Obj: 16.859,	F: 4.199,	Cf: 5.438,	Imb: 0.075,	Val: 4.594,	ValImb: 0.08,	ValObj: 20.33
2500	Obj: 17.290,	F: 4.239,	Cf: 5.573,	Imb: 0.069,	Val: 4.619,	ValImb: 0.081,	ValObj: 20.22
2600	Obj: 16.518,	F: 4.156,	Cf: 5.536,	Imb: 0.09,	Val: 4.534,	ValImb: 0.093,	ValObj: 20.09
2700	Obj: 17.750,	F: 4.244,	Cf: 5.378,	Imb: 0.088,	Val: 4.668,	ValImb: 0.09,	ValObj: 21.80
2800	Obj: 16.414,	F: 4.218,	Cf: 5.458,	Imb: 0.092,	Val: 4.320,	ValImb: 0.084,	ValObj: 18.65
2900	Obj: 15.411,	F: 4.043,	Cf: 5.372,	Imb: 0.092,	Val: 4.463,	ValImb: 0.091,	ValObj: 19.44
2999	Obj: 17.096,	F: 4.326,	Cf: 5.473,	Imb: 0.076,	Val: 4.920,	ValImb: 0.083,	ValObj: 22.35
Saving result to results/acic/setting_7/results_20220102_164712-086534/...

Training on experiment 7/10...
0	Obj: 503.189,	F: 22.039,	Cf: 23.984,	Imb: 0.013,	Val: 22.009,	ValImb: 0.013,	ValObj: 504.38
100	Obj: 30.490,	F: 5.680,	Cf: 5.517,	Imb: 0.0015,	Val: 5.605,	ValImb: 0.0018,	ValObj: 29.30
200	Obj: 25.755,	F: 5.287,	Cf: 5.017,	Imb: 0.023,	Val: 5.238,	ValImb: 0.02,	ValObj: 24.76
